Category,Item,Price Per Unit,Quantity,Total Spent,Discount Applied,Payment Method_Cash,Payment Method_Credit Card,Payment Method_Digital Wallet,Location_In-store,Location_Online
6,174,12.5,1.0,12.5,0,0,0,1,1,0
5,149,8.0,4.0,32.0,1,0,0,1,0,1
6,142,6.5,9.0,58.5,0,0,0,1,1,0
6,30,23.0,6.0,138.0,0,0,1,0,0,1
0,136,5.0,5.536379583994654,129.6525770612313,1,1,0,0,0,1
5,37,24.5,7.0,171.5,0,0,1,0,0,1
1,177,14.0,1.0,14.0,0,0,1,0,0,1
0,120,39.5,9.0,355.5,0,1,0,0,1,0
5,53,27.5,8.0,220.0,0,0,1,0,0,1
3,43,26.0,6.0,156.0,1,0,1,0,0,1
0,136,6.5,2.0,13.0,0,1,0,0,1,0
6,136,11.0,5.536379583994654,129.6525770612313,0,0,1,0,1,0
6,62,29.0,4.0,116.0,1,0,0,1,1,0
7,127,39.5,1.0,39.5,1,0,0,1,0,1
5,13,20.0,8.0,160.0,1,1,0,0,0,1
4,36,24.5,7.0,171.5,1,1,0,0,1,0
5,165,11.0,9.0,99.0,1,0,0,1,0,1
4,136,6.5,5.536379583994654,129.6525770612313,1,0,1,0,0,1
1,97,35.0,2.0,70.0,1,1,0,0,0,1
1,136,23.365911749958215,5.0,152.5,1,1,0,0,0,1
0,64,30.5,6.0,183.0,1,0,0,1,1,0
3,59,29.0,6.0,174.0,1,0,1,0,0,1
3,107,36.5,9.0,328.5,1,1,0,0,1,0
1,65,30.5,6.0,183.0,0,0,0,1,0,1
7,15,20.0,6.0,120.0,1,0,1,0,1,0
0,16,21.5,1.0,21.5,1,1,0,0,1,0
2,18,21.5,9.0,193.5,1,0,0,1,0,1
0,144,8.0,4.0,32.0,0,0,1,0,0,1
2,170,12.5,6.0,75.0,1,0,0,1,1,0
4,52,27.5,10.0,275.0,1,0,0,1,1,0
5,197,17.0,6.0,102.0,0,0,0,1,1,0
5,5,18.5,3.0,55.5,1,0,0,1,0,1
4,60,29.0,5.0,145.0,0,1,0,0,1,0
0,72,32.0,3.0,96.0,1,1,0,0,0,1
0,128,41.0,5.0,205.0,1,0,1,0,0,1
1,105,36.5,5.0,182.5,1,0,0,1,0,1
4,100,35.0,10.0,350.0,1,0,1,0,0,1
3,107,36.5,3.0,109.5,0,0,0,1,0,1
5,133,41.0,9.0,369.0,0,0,1,0,0,1
1,136,32.0,5.536379583994654,129.6525770612313,1,0,0,1,0,1
4,148,8.0,10.0,80.0,0,0,1,0,0,1
1,89,33.5,9.0,301.5,1,0,0,1,0,1
2,26,23.0,6.0,138.0,0,0,1,0,1,0
6,110,36.5,3.0,109.5,0,0,1,0,1,0
6,136,14.0,5.536379583994654,129.6525770612313,1,0,1,0,1,0
5,53,27.5,5.0,137.5,1,0,1,0,0,1
3,19,21.5,6.0,129.0,0,0,1,0,1,0
1,113,38.0,3.0,114.0,0,0,0,1,0,1
6,150,8.0,3.0,24.0,1,1,0,0,1,0
5,136,23.365911749958215,5.0,85.0,1,0,1,0,0,1
1,161,11.0,1.0,11.0,1,1,0,0,1,0
0,8,20.0,1.0,20.0,0,0,0,1,0,1
4,68,30.5,3.0,91.5,0,0,0,1,1,0
7,136,9.5,5.536379583994654,129.6525770612313,1,0,1,0,1,0
1,41,26.0,4.0,104.0,1,0,1,0,1,0
6,136,23.365911749958215,9.0,288.0,1,1,0,0,0,1
3,187,15.5,9.0,139.5,0,0,0,1,1,0
7,119,38.0,10.0,380.0,1,0,0,1,1,0
0,72,32.0,6.0,192.0,0,1,0,0,0,1
6,70,30.5,1.0,30.5,1,1,0,0,0,1
1,49,27.5,4.0,110.0,1,0,0,1,0,1
4,68,30.5,8.0,244.0,1,0,1,0,0,1
6,94,33.5,9.0,301.5,1,0,1,0,0,1
2,74,32.0,6.0,192.0,1,0,1,0,0,1
2,66,30.5,10.0,305.0,1,0,1,0,1,0
4,12,20.0,6.0,120.0,1,1,0,0,1,0
3,27,23.0,8.0,184.0,0,0,0,1,1,0
2,154,9.5,5.0,47.5,1,1,0,0,1,0
0,192,17.0,2.0,34.0,1,1,0,0,0,1
5,136,21.5,5.536379583994654,129.6525770612313,1,1,0,0,0,1
3,27,23.0,7.0,161.0,0,0,0,1,1,0
5,85,5.0,2.0,10.0,1,0,0,1,0,1
4,136,23.0,5.536379583994654,129.6525770612313,1,0,0,1,0,1
6,78,32.0,2.0,64.0,1,1,0,0,1,0
1,153,9.5,10.0,95.0,1,0,0,1,1,0
0,32,24.5,9.0,220.5,0,1,0,0,1,0
1,97,35.0,7.0,245.0,0,1,0,0,1,0
1,41,26.0,10.0,260.0,1,1,0,0,0,1
7,63,29.0,10.0,290.0,1,0,0,1,1,0
5,136,23.365911749958215,9.0,112.5,1,0,0,1,0,1
6,70,30.5,6.0,183.0,1,1,0,0,1,0
3,27,23.0,9.0,207.0,1,0,1,0,0,1
0,88,33.5,3.0,100.5,0,0,0,1,1,0
2,162,11.0,1.0,11.0,1,0,1,0,0,1
5,101,35.0,4.0,140.0,1,1,0,0,1,0
3,67,30.5,10.0,305.0,1,0,0,1,0,1
6,54,27.5,9.0,247.5,1,1,0,0,0,1
0,88,33.5,1.0,33.5,1,1,0,0,1,0
0,144,8.0,3.0,24.0,1,0,1,0,0,1
4,136,23.365911749958215,4.0,122.0,0,0,0,1,0,1
6,30,23.0,7.0,161.0,1,0,1,0,1,0
5,61,29.0,7.0,203.0,1,1,0,0,1,0
1,25,23.0,9.0,207.0,1,1,0,0,0,1
0,104,36.5,6.0,219.0,0,0,1,0,1,0
2,170,12.5,7.0,87.5,1,1,0,0,1,0
3,19,21.5,1.0,21.5,0,1,0,0,0,1
4,156,9.5,6.0,57.0,1,1,0,0,0,1
6,86,5.0,3.0,15.0,1,0,1,0,1,0
6,54,27.5,5.0,137.5,0,0,1,0,0,1
6,46,26.0,3.0,78.0,1,1,0,0,1,0
3,19,21.5,7.0,150.5,0,0,1,0,1,0
0,48,27.5,7.0,192.5,1,0,1,0,0,1
4,136,23.365911749958215,7.0,171.5,1,1,0,0,1,0
4,60,29.0,7.0,203.0,1,1,0,0,1,0
5,13,20.0,3.0,60.0,0,0,1,0,0,1
3,187,15.5,2.0,31.0,1,0,1,0,0,1
2,194,17.0,1.0,17.0,1,1,0,0,1,0
2,130,41.0,4.0,164.0,1,0,1,0,0,1
3,43,26.0,4.0,104.0,1,0,0,1,0,1
6,86,5.0,1.0,5.0,1,0,0,1,0,1
3,131,41.0,5.0,205.0,0,0,0,1,0,1
5,61,29.0,8.0,232.0,1,0,1,0,0,1
5,197,17.0,7.0,119.0,1,1,0,0,1,0
0,136,6.5,5.0,32.5,1,0,0,1,0,1
7,136,23.365911749958215,10.0,290.0,0,1,0,0,1,0
4,12,20.0,6.0,120.0,1,1,0,0,1,0
5,125,39.5,9.0,355.5,0,1,0,0,1,0
1,161,11.0,4.0,44.0,0,0,0,1,0,1
3,75,32.0,2.0,64.0,1,1,0,0,1,0
2,106,36.5,5.0,182.5,0,0,0,1,0,1
0,32,24.5,4.0,98.0,0,0,0,1,0,1
5,136,23.365911749958215,4.0,44.0,0,0,1,0,1,0
2,34,24.5,10.0,245.0,1,1,0,0,0,1
7,191,15.5,5.0,77.5,1,0,0,1,0,1
0,72,32.0,9.0,288.0,0,0,0,1,1,0
2,138,6.5,10.0,65.0,1,1,0,0,1,0
1,136,38.0,5.536379583994654,129.6525770612313,1,0,1,0,1,0
7,136,23.365911749958215,7.0,119.0,1,0,0,1,1,0
6,174,12.5,2.0,25.0,1,0,1,0,1,0
5,77,32.0,8.0,256.0,1,1,0,0,0,1
1,41,26.0,9.0,234.0,1,0,1,0,1,0
5,45,26.0,7.0,182.0,1,0,0,1,1,0
6,198,17.0,5.0,85.0,1,0,1,0,0,1
1,145,8.0,10.0,80.0,1,1,0,0,0,1
4,196,17.0,6.0,102.0,1,0,0,1,1,0
0,32,24.5,3.0,73.5,1,1,0,0,0,1
5,77,32.0,8.0,256.0,0,0,0,1,1,0
7,159,9.5,10.0,95.0,0,0,0,1,1,0
3,115,38.0,9.0,342.0,1,0,0,1,1,0
2,26,23.0,4.0,92.0,1,1,0,0,0,1
1,113,38.0,6.0,228.0,1,0,1,0,1,0
5,117,38.0,2.0,76.0,0,0,1,0,0,1
6,136,23.365911749958215,5.0,32.5,1,0,0,1,1,0
0,184,15.5,7.0,108.5,0,0,0,1,0,1
4,4,18.5,4.0,74.0,1,0,0,1,0,1
6,30,23.0,1.0,23.0,0,0,1,0,0,1
6,62,29.0,1.0,29.0,1,0,1,0,0,1
3,136,23.365911749958215,2.0,34.0,0,0,0,1,0,1
2,136,23.365911749958215,8.0,100.0,1,1,0,0,0,1
3,155,9.5,2.0,19.0,1,1,0,0,0,1
5,117,38.0,9.0,342.0,0,1,0,0,1,0
3,91,33.5,7.0,234.5,1,0,0,1,0,1
1,113,38.0,4.0,152.0,0,0,1,0,1,0
6,182,14.0,1.0,14.0,0,0,0,1,0,1
1,193,17.0,6.0,102.0,1,0,0,1,0,1
3,163,11.0,9.0,99.0,0,0,0,1,1,0
7,183,14.0,7.0,98.0,1,0,0,1,1,0
7,95,33.5,9.0,301.5,0,0,0,1,0,1
6,182,14.0,3.0,42.0,1,0,0,1,0,1
7,167,11.0,2.0,22.0,1,0,0,1,1,0
6,14,20.0,4.0,80.0,1,1,0,0,0,1
7,23,21.5,3.0,64.5,1,1,0,0,1,0
1,136,23.365911749958215,6.0,156.0,0,0,1,0,1,0
7,136,27.5,5.536379583994654,129.6525770612313,1,1,0,0,1,0
2,194,17.0,10.0,170.0,1,1,0,0,0,1
4,132,41.0,8.0,328.0,1,1,0,0,1,0
6,134,41.0,8.0,328.0,1,1,0,0,1,0
5,93,33.5,10.0,335.0,0,0,1,0,1,0
4,108,36.5,4.0,146.0,1,0,0,1,1,0
6,62,29.0,10.0,290.0,1,0,0,1,0,1
1,105,36.5,7.0,255.5,1,0,0,1,1,0
3,136,23.365911749958215,8.0,148.0,0,0,0,1,1,0
6,136,33.5,5.536379583994654,129.6525770612313,1,1,0,0,0,1
7,31,23.0,7.0,161.0,0,1,0,0,1,0
0,104,36.5,8.0,292.0,1,1,0,0,1,0
4,172,12.5,2.0,25.0,0,0,1,0,0,1
7,63,29.0,2.0,58.0,1,0,0,1,1,0
1,81,5.0,1.0,5.0,1,1,0,0,1,0
2,2,18.5,7.0,129.5,1,0,0,1,0,1
7,191,15.5,3.0,46.5,1,0,1,0,0,1
4,100,35.0,2.0,70.0,0,0,0,1,0,1
0,152,9.5,1.0,9.5,0,1,0,0,1,0
3,139,6.5,5.0,32.5,1,0,1,0,1,0
4,136,23.365911749958215,9.0,112.5,1,1,0,0,1,0
5,93,33.5,2.0,67.0,1,0,1,0,1,0
7,39,24.5,2.0,49.0,1,0,0,1,1,0
0,56,29.0,10.0,290.0,1,1,0,0,1,0
3,187,15.5,6.0,93.0,0,0,0,1,1,0
3,27,23.0,1.0,23.0,1,1,0,0,1,0
4,36,24.5,3.0,73.5,0,0,0,1,0,1
1,169,12.5,3.0,37.5,1,0,0,1,1,0
5,165,11.0,9.0,99.0,0,0,1,0,1,0
4,68,30.5,10.0,305.0,0,0,1,0,0,1
5,165,11.0,2.0,22.0,0,1,0,0,0,1
2,170,12.5,6.0,75.0,1,0,1,0,0,1
0,176,14.0,2.0,28.0,0,0,1,0,0,1
7,175,12.5,7.0,87.5,0,0,0,1,1,0
5,101,35.0,8.0,280.0,1,0,1,0,0,1
6,86,5.0,9.0,45.0,1,1,0,0,1,0
0,136,41.0,5.536379583994654,129.6525770612313,0,1,0,0,1,0
4,12,20.0,3.0,60.0,1,0,1,0,0,1
1,49,27.5,5.0,137.5,1,1,0,0,0,1
3,51,27.5,2.0,55.0,1,0,0,1,1,0
5,181,14.0,3.0,42.0,0,0,0,1,0,1
7,87,5.0,8.0,40.0,1,0,1,0,1,0
6,30,23.0,2.0,46.0,0,1,0,0,1,0
1,17,21.5,10.0,215.0,1,1,0,0,1,0
4,188,15.5,10.0,155.0,0,0,0,1,1,0
7,167,11.0,6.0,66.0,1,0,0,1,1,0
2,74,32.0,4.0,128.0,0,0,0,1,1,0
6,14,20.0,3.0,60.0,0,1,0,0,1,0
3,187,15.5,1.0,15.5,0,0,1,0,0,1
6,86,5.0,6.0,30.0,1,0,0,1,1,0
0,88,33.5,5.0,167.5,0,1,0,0,1,0
5,5,18.5,5.0,92.5,1,0,0,1,1,0
2,162,11.0,8.0,88.0,1,0,1,0,0,1
6,62,29.0,9.0,261.0,0,0,1,0,1,0
1,137,6.5,2.0,13.0,1,0,1,0,0,1
4,132,41.0,2.0,82.0,1,0,1,0,1,0
2,10,20.0,10.0,200.0,1,1,0,0,1,0
6,158,9.5,1.0,9.5,1,1,0,0,1,0
7,87,5.0,8.0,40.0,1,0,1,0,1,0
1,145,8.0,4.0,32.0,0,0,1,0,1,0
6,86,5.0,9.0,45.0,1,1,0,0,1,0
2,2,18.5,3.0,55.5,1,0,1,0,0,1
4,36,24.5,5.0,122.5,1,1,0,0,1,0
4,20,21.5,5.0,107.5,1,0,0,1,0,1
3,136,33.5,5.536379583994654,129.6525770612313,0,0,0,1,1,0
4,156,9.5,5.0,47.5,1,1,0,0,0,1
3,115,38.0,7.0,266.0,0,0,1,0,0,1
7,23,21.5,2.0,43.0,1,0,0,1,0,1
5,53,27.5,4.0,110.0,1,0,1,0,0,1
2,90,33.5,2.0,67.0,1,1,0,0,1,0
0,56,29.0,10.0,290.0,1,1,0,0,0,1
3,131,41.0,8.0,328.0,0,1,0,0,0,1
2,34,24.5,5.0,122.5,1,0,1,0,0,1
5,45,26.0,8.0,208.0,0,0,0,1,0,1
4,156,9.5,1.0,9.5,1,0,0,1,1,0
7,199,17.0,9.0,153.0,1,0,1,0,1,0
4,84,5.0,2.0,10.0,1,0,0,1,0,1
7,31,23.0,7.0,161.0,1,0,0,1,1,0
0,8,20.0,7.0,140.0,1,1,0,0,0,1
6,14,20.0,10.0,200.0,1,0,1,0,1,0
5,165,11.0,1.0,11.0,1,0,1,0,1,0
1,9,20.0,6.0,120.0,1,0,0,1,0,1
0,8,20.0,8.0,160.0,1,0,1,0,0,1
3,115,38.0,8.0,304.0,1,0,1,0,1,0
2,146,8.0,2.0,16.0,1,0,0,1,0,1
4,100,35.0,8.0,280.0,1,1,0,0,0,1
5,13,20.0,8.0,160.0,1,0,1,0,0,1
3,115,38.0,6.0,228.0,0,1,0,0,1,0
5,189,15.5,6.0,93.0,1,0,1,0,1,0
3,136,38.0,5.536379583994654,129.6525770612313,1,1,0,0,1,0
3,51,27.5,10.0,275.0,1,0,0,1,0,1
1,177,14.0,2.0,28.0,1,1,0,0,0,1
7,175,12.5,6.0,75.0,1,0,1,0,0,1
1,17,21.5,2.0,43.0,1,0,1,0,1,0
6,118,38.0,8.0,304.0,1,1,0,0,1,0
6,174,12.5,3.0,37.5,0,0,1,0,0,1
2,98,35.0,5.0,175.0,1,0,1,0,1,0
4,108,36.5,8.0,292.0,1,1,0,0,1,0
2,138,6.5,6.0,39.0,1,1,0,0,1,0
5,136,41.0,5.536379583994654,129.6525770612313,1,1,0,0,1,0
4,28,23.0,7.0,161.0,0,0,0,1,0,1
0,176,14.0,6.0,84.0,0,0,1,0,1,0
3,43,26.0,5.0,130.0,1,0,1,0,0,1
1,49,27.5,5.0,137.5,1,1,0,0,0,1
6,78,32.0,2.0,64.0,1,1,0,0,1,0
1,49,27.5,7.0,192.5,0,0,1,0,1,0
6,14,20.0,7.0,140.0,1,0,1,0,0,1
4,136,23.365911749958215,9.0,301.5,0,1,0,0,1,0
3,43,26.0,5.0,130.0,1,0,1,0,1,0
5,37,24.5,9.0,220.5,1,0,0,1,0,1
7,95,33.5,8.0,268.0,1,1,0,0,1,0
6,54,27.5,1.0,27.5,1,0,0,1,1,0
3,59,29.0,2.0,58.0,0,1,0,0,0,1
4,164,11.0,8.0,88.0,1,0,0,1,1,0
0,40,26.0,6.0,156.0,1,0,1,0,0,1
2,18,21.5,4.0,86.0,1,0,0,1,0,1
5,133,41.0,3.0,123.0,1,1,0,0,0,1
2,26,23.0,8.0,184.0,1,0,0,1,0,1
1,17,21.5,10.0,215.0,1,1,0,0,1,0
0,136,23.365911749958215,2.0,28.0,1,1,0,0,0,1
1,65,30.5,2.0,61.0,0,0,0,1,1,0
3,136,23.365911749958215,2.0,46.0,1,0,0,1,1,0
4,28,23.0,9.0,207.0,1,1,0,0,1,0
4,52,27.5,2.0,55.0,0,0,1,0,1,0
0,136,6.5,8.0,52.0,1,1,0,0,0,1
6,142,6.5,3.0,19.5,0,0,0,1,0,1
4,136,33.5,5.536379583994654,129.6525770612313,0,1,0,0,1,0
6,54,27.5,2.0,55.0,1,1,0,0,1,0
6,182,14.0,8.0,112.0,1,0,1,0,1,0
2,114,38.0,7.0,266.0,1,0,0,1,0,1
0,144,8.0,10.0,80.0,1,1,0,0,1,0
3,163,11.0,10.0,110.0,1,0,0,1,1,0
7,119,38.0,7.0,266.0,0,0,0,1,1,0
1,153,9.5,1.0,9.5,1,0,0,1,0,1
2,10,20.0,1.0,20.0,0,0,0,1,1,0
4,100,35.0,6.0,210.0,0,0,1,0,1,0
4,132,41.0,3.0,123.0,0,0,0,1,1,0
3,136,11.0,5.536379583994654,129.6525770612313,0,0,1,0,0,1
7,71,30.5,2.0,61.0,1,1,0,0,0,1
3,35,24.5,5.0,122.5,1,0,1,0,1,0
2,74,32.0,5.0,160.0,1,0,1,0,1,0
2,186,15.5,5.0,77.5,0,0,0,1,0,1
6,30,23.0,6.0,138.0,1,0,1,0,0,1
3,27,23.0,8.0,184.0,0,0,0,1,0,1
1,105,36.5,3.0,109.5,1,0,0,1,0,1
0,136,24.5,5.536379583994654,129.6525770612313,1,1,0,0,1,0
6,174,12.5,5.0,62.5,0,1,0,0,0,1
2,114,38.0,1.0,38.0,0,1,0,0,1,0
4,196,17.0,4.0,68.0,1,1,0,0,1,0
3,136,23.365911749958215,7.0,150.5,1,0,0,1,0,1
7,87,5.0,8.0,40.0,1,1,0,0,0,1
3,107,36.5,4.0,146.0,0,0,1,0,0,1
4,36,24.5,10.0,245.0,1,0,0,1,1,0
0,168,12.5,10.0,125.0,0,0,1,0,0,1
3,115,38.0,9.0,342.0,1,0,0,1,1,0
3,67,30.5,7.0,213.5,1,0,0,1,0,1
2,106,36.5,2.0,73.0,1,0,0,1,1,0
7,119,38.0,9.0,342.0,1,0,0,1,0,1
3,43,26.0,1.0,26.0,1,0,1,0,1,0
4,36,24.5,2.0,49.0,1,1,0,0,0,1
2,138,6.5,2.0,13.0,1,0,1,0,0,1
6,86,5.0,10.0,50.0,0,0,1,0,1,0
2,146,8.0,4.0,32.0,1,0,1,0,1,0
4,132,41.0,9.0,369.0,0,0,1,0,0,1
7,23,21.5,4.0,86.0,1,0,1,0,1,0
6,110,36.5,6.0,219.0,1,1,0,0,0,1
3,99,35.0,2.0,70.0,1,0,0,1,1,0
6,182,14.0,2.0,28.0,1,1,0,0,1,0
1,105,36.5,5.0,182.5,1,1,0,0,1,0
0,136,14.0,5.536379583994654,129.6525770612313,1,1,0,0,1,0
4,60,29.0,2.0,58.0,1,0,0,1,1,0
5,125,39.5,2.0,79.0,1,1,0,0,1,0
1,97,35.0,7.0,245.0,1,0,1,0,0,1
5,61,29.0,4.0,116.0,1,1,0,0,0,1
4,60,29.0,4.0,116.0,0,0,1,0,1,0
2,2,18.5,1.0,18.5,0,0,1,0,1,0
3,35,24.5,7.0,171.5,1,1,0,0,1,0
7,31,23.0,4.0,92.0,0,0,1,0,1,0
3,91,33.5,9.0,301.5,1,0,0,1,0,1
2,82,5.0,2.0,10.0,1,0,0,1,1,0
5,133,41.0,9.0,369.0,1,1,0,0,0,1
1,105,36.5,8.0,292.0,1,0,0,1,0,1
3,75,32.0,5.0,160.0,1,1,0,0,1,0
0,136,6.5,5.0,32.5,0,1,0,0,1,0
6,190,15.5,6.0,93.0,0,0,0,1,0,1
3,131,41.0,7.0,287.0,1,1,0,0,0,1
1,49,27.5,2.0,55.0,0,0,1,0,1,0
4,92,33.5,10.0,335.0,1,0,0,1,0,1
3,171,12.5,6.0,75.0,1,1,0,0,0,1
1,177,14.0,4.0,56.0,1,0,0,1,0,1
3,115,38.0,5.0,190.0,0,0,1,0,0,1
6,150,8.0,7.0,56.0,1,1,0,0,1,0
2,2,18.5,9.0,166.5,1,1,0,0,1,0
1,185,15.5,5.0,77.5,0,0,0,1,0,1
0,32,24.5,10.0,245.0,1,1,0,0,1,0
7,15,20.0,9.0,180.0,1,0,1,0,0,1
1,113,38.0,6.0,228.0,1,1,0,0,1,0
1,89,33.5,8.0,268.0,0,0,1,0,1,0
1,81,5.0,7.0,35.0,1,1,0,0,0,1
5,117,38.0,9.0,342.0,0,1,0,0,1,0
3,187,15.5,9.0,139.5,1,0,1,0,1,0
1,65,30.5,5.0,152.5,0,1,0,0,0,1
2,42,26.0,4.0,104.0,1,1,0,0,1,0
5,165,11.0,3.0,33.0,1,0,0,1,1,0
7,143,6.5,6.0,39.0,1,1,0,0,0,1
0,88,33.5,8.0,268.0,1,0,0,1,1,0
7,119,38.0,5.0,190.0,0,0,1,0,1,0
4,124,39.5,2.0,79.0,1,0,0,1,1,0
4,196,17.0,8.0,136.0,0,1,0,0,0,1
6,94,33.5,9.0,301.5,0,0,1,0,0,1
1,137,6.5,1.0,6.5,1,0,0,1,0,1
5,181,14.0,1.0,14.0,1,0,0,1,0,1
7,111,36.5,4.0,146.0,1,1,0,0,0,1
5,45,26.0,5.0,130.0,1,0,0,1,1,0
7,95,33.5,4.0,134.0,1,0,0,1,0,1
0,136,6.5,10.0,65.0,0,0,0,1,0,1
6,118,38.0,5.0,190.0,1,0,0,1,1,0
7,127,39.5,4.0,158.0,1,0,1,0,0,1
6,54,27.5,9.0,247.5,0,0,0,1,1,0
6,30,23.0,6.0,138.0,0,0,0,1,1,0
4,12,20.0,6.0,120.0,1,0,1,0,1,0
1,185,15.5,7.0,108.5,0,1,0,0,0,1
5,141,6.5,10.0,65.0,1,1,0,0,1,0
7,87,5.0,4.0,20.0,1,1,0,0,0,1
1,129,41.0,5.0,205.0,1,0,0,1,1,0
3,171,12.5,6.0,75.0,1,1,0,0,0,1
6,14,20.0,2.0,40.0,1,1,0,0,1,0
1,81,5.0,8.0,40.0,1,1,0,0,1,0
3,171,12.5,6.0,75.0,1,1,0,0,0,1
7,111,36.5,10.0,365.0,1,0,0,1,1,0
6,70,30.5,4.0,122.0,1,0,1,0,1,0
6,118,38.0,4.0,152.0,1,1,0,0,0,1
4,20,21.5,9.0,193.5,0,0,0,1,0,1
1,97,35.0,7.0,245.0,0,0,0,1,1,0
3,19,21.5,1.0,21.5,0,0,0,1,0,1
7,127,39.5,8.0,316.0,1,0,0,1,1,0
0,72,32.0,5.0,160.0,1,1,0,0,0,1
4,136,24.5,5.536379583994654,129.6525770612313,0,0,0,1,1,0
6,150,8.0,1.0,8.0,1,1,0,0,1,0
6,190,15.5,5.0,77.5,1,1,0,0,1,0
7,95,33.5,4.0,134.0,1,0,1,0,0,1
7,136,23.365911749958215,7.0,255.5,1,0,0,1,1,0
4,20,21.5,3.0,64.5,1,0,0,1,0,1
0,144,8.0,7.0,56.0,0,0,0,1,1,0
2,74,32.0,9.0,288.0,1,1,0,0,0,1
1,89,33.5,9.0,301.5,1,0,1,0,1,0
5,141,6.5,5.0,32.5,1,0,0,1,1,0
3,3,18.5,7.0,129.5,0,1,0,0,1,0
3,3,18.5,8.0,148.0,0,0,0,1,0,1
2,130,41.0,9.0,369.0,1,1,0,0,0,1
1,169,12.5,1.0,12.5,0,0,0,1,1,0
6,136,20.0,5.536379583994654,129.6525770612313,0,0,0,1,1,0
5,5,18.5,6.0,111.0,0,0,1,0,0,1
7,191,15.5,4.0,62.0,0,1,0,0,0,1
4,140,6.5,2.0,13.0,0,0,0,1,1,0
6,46,26.0,6.0,156.0,1,0,0,1,0,1
0,136,6.5,8.0,52.0,1,1,0,0,0,1
7,175,12.5,10.0,125.0,0,0,1,0,1,0
6,70,30.5,3.0,91.5,1,0,0,1,1,0
6,30,23.0,10.0,230.0,0,0,1,0,1,0
3,115,38.0,10.0,380.0,0,1,0,0,0,1
7,23,21.5,10.0,215.0,0,0,0,1,0,1
2,136,32.0,5.536379583994654,129.6525770612313,1,1,0,0,0,1
5,53,27.5,9.0,247.5,1,0,1,0,0,1
5,181,14.0,4.0,56.0,1,1,0,0,0,1
3,43,26.0,10.0,260.0,1,0,1,0,0,1
1,57,29.0,2.0,58.0,0,0,0,1,1,0
5,189,15.5,6.0,93.0,1,1,0,0,1,0
2,90,33.5,2.0,67.0,1,1,0,0,1,0
4,156,9.5,10.0,95.0,1,1,0,0,1,0
6,78,32.0,7.0,224.0,1,1,0,0,0,1
1,129,41.0,5.0,205.0,0,0,1,0,0,1
6,70,30.5,3.0,91.5,0,0,1,0,0,1
3,187,15.5,7.0,108.5,1,1,0,0,0,1
6,174,12.5,1.0,12.5,0,0,1,0,0,1
7,95,33.5,3.0,100.5,1,1,0,0,1,0
1,137,6.5,2.0,13.0,0,0,1,0,1,0
1,169,12.5,8.0,100.0,1,1,0,0,1,0
5,157,9.5,6.0,57.0,0,0,0,1,1,0
4,92,33.5,4.0,134.0,1,1,0,0,1,0
6,86,5.0,7.0,35.0,0,0,0,1,0,1
2,138,6.5,8.0,52.0,0,0,1,0,1,0
6,94,33.5,4.0,134.0,0,0,1,0,0,1
6,158,9.5,6.0,57.0,1,1,0,0,0,1
3,3,18.5,5.0,92.5,0,0,1,0,0,1
0,136,6.5,9.0,58.5,1,0,0,1,1,0
4,36,24.5,5.0,122.5,1,0,0,1,1,0
2,106,36.5,2.0,73.0,1,0,1,0,1,0
6,174,12.5,7.0,87.5,0,0,1,0,0,1
2,66,30.5,5.0,152.5,1,0,1,0,0,1
3,67,30.5,7.0,213.5,1,1,0,0,1,0
6,94,33.5,2.0,67.0,1,0,0,1,1,0
4,164,11.0,5.0,55.0,0,1,0,0,0,1
4,196,17.0,8.0,136.0,1,0,0,1,1,0
4,156,9.5,6.0,57.0,1,1,0,0,0,1
3,163,11.0,8.0,88.0,1,0,1,0,1,0
1,136,23.365911749958215,6.0,219.0,0,1,0,0,0,1
3,99,35.0,1.0,35.0,1,0,0,1,0,1
5,13,20.0,6.0,120.0,0,0,1,0,1,0
1,136,35.0,5.536379583994654,129.6525770612313,1,0,1,0,0,1
5,93,33.5,5.0,167.5,0,0,1,0,1,0
7,63,29.0,10.0,290.0,0,1,0,0,1,0
7,191,15.5,4.0,62.0,1,0,1,0,0,1
6,150,8.0,10.0,80.0,1,0,0,1,0,1
7,15,20.0,5.0,100.0,1,0,1,0,0,1
1,129,41.0,2.0,82.0,1,0,1,0,1,0
5,165,11.0,5.0,55.0,1,0,1,0,0,1
6,150,8.0,3.0,24.0,0,0,0,1,0,1
2,58,29.0,1.0,29.0,1,0,0,1,0,1
6,14,20.0,7.0,140.0,1,0,1,0,0,1
3,195,17.0,8.0,136.0,1,0,0,1,1,0
0,104,36.5,3.0,109.5,0,0,1,0,1,0
3,51,27.5,2.0,55.0,0,0,1,0,1,0
3,59,29.0,8.0,232.0,1,1,0,0,0,1
4,36,24.5,10.0,245.0,1,0,0,1,1,0
3,115,38.0,10.0,380.0,1,0,0,1,1,0
0,128,41.0,10.0,410.0,1,1,0,0,0,1
4,92,33.5,3.0,100.5,1,0,1,0,0,1
0,24,23.0,10.0,230.0,0,1,0,0,0,1
2,186,15.5,9.0,139.5,0,1,0,0,0,1
1,9,20.0,3.0,60.0,1,0,1,0,0,1
3,195,17.0,10.0,170.0,1,0,0,1,1,0
6,70,30.5,1.0,30.5,1,0,1,0,0,1
3,115,38.0,8.0,304.0,0,1,0,0,0,1
